Policy,Iteration,Cache Hit Ratio,Latency,Hop Reduction
LRU,1,0.0,0.007935761782919768,0.7037037037037037
LRU,2,0.0,0.0038145111043755278,0.6666666666666667
LRU,3,0.0,0.0004811453517046943,0.6666666666666667
LRU,4,0.0,0.0004847622233090608,0.6666666666666667
LRU,5,0.0,0.0011057005212485468,0.654320987654321
LRU,6,0.0,0.0009115318611671273,0.6666666666666667
LRU,7,0.0,0.0006207855836771201,0.674074074074074
LRU,8,0.0,0.0007987452093772764,0.6851851851851851
LRU,9,0.0,0.0005748245236276506,0.6851851851851851
LRU,10,0.0,0.0002996815422297907,0.6825396825396826
LRU,11,0.0,0.0008826811854037461,0.6898148148148148
LRU,12,0.0,0.0005718323861511625,0.6898148148148148
LRU,13,0.0,0.0004033458323294068,0.6898148148148148
LRU,14,0.0,0.0008074285295229921,0.6954732510288066
LRU,15,0.819672131147541,0.00024330145426278,0.6954732510288066
LRU,16,0.7692307692307693,0.00029647477205229256,0.6954732510288066
LRU,17,1.4388489208633095,0.00026405421881971815,0.6925925925925925
LRU,18,2.054794520547945,0.00014993761940908977,0.6925925925925925
LRU,19,1.9607843137254901,0.0002814718547449213,0.6925925925925925
LRU,20,1.8867924528301887,6.651329489689628e-05,0.7003367003367003
LRU,21,2.380952380952381,0.000228622300571745,0.7003367003367003
LRU,22,2.2857142857142856,0.0003115620342975371,0.7003367003367003
LRU,23,2.1739130434782608,0.0004796906765567637,0.7003367003367003
LRU,24,2.072538860103627,0.00034875682204688817,0.7003367003367003
LRU,25,1.9900497512437811,0.0003976340352438381,0.7003367003367003
LRU,26,1.9047619047619049,4.9215597325705224e-05,0.6975308641975309
LRU,27,1.82648401826484,0.00023235151563700578,0.6975308641975309
LRU,28,1.7467248908296942,0.00032764179739977614,0.6975308641975309
LRU,29,1.694915254237288,0.00019476894366759722,0.6975308641975309
LRU,30,1.6260162601626018,0.00016360240976296737,0.6975308641975309
LRU,31,1.5686274509803921,0.00021300629835524108,0.6975308641975309
LRU,32,1.509433962264151,0.00013340589498514178,0.6975308641975309
LRU,33,1.4705882352941175,0.00036086676290199575,0.6975308641975309
LRU,34,1.7857142857142856,0.00031113108890741146,0.6975308641975309
LRU,35,1.7301038062283738,0.00019886932920723028,0.6975308641975309
LFU,1,0.0,0.011252616685898411,0.7037037037037037
LFU,2,0.0,0.0017931779228209487,0.7222222222222222
LFU,3,0.0,0.002022433445672786,0.691358024691358
LFU,4,0.0,0.0005417604654599252,0.691358024691358
LFU,5,0.0,0.0015041656593393798,0.691358024691358
LFU,6,0.0,0.001853999349013938,0.7037037037037037
LFU,7,0.0,0.0010546060311449614,0.7037037037037037
LFU,8,0.0,0.0006938660968319106,0.7037037037037037
LFU,9,0.0,0.0002544652929958784,0.6962962962962963
LFU,10,0.0,0.001127512733834432,0.6962962962962963
LFU,11,0.0,0.0007740269429685804,0.6962962962962963
LFU,12,0.0,0.00012198140713131859,0.7037037037037037
LFU,13,0.0,0.0008585621839665469,0.7037037037037037
LFU,14,0.0,8.911572460247586e-05,0.7142857142857143
LFU,15,0.0,0.000612941514236903,0.7142857142857143
LFU,16,0.7936507936507936,0.0007918159108938455,0.7142857142857143
LFU,17,0.7352941176470588,0.00037762197099526046,0.7037037037037037
LFU,18,0.6896551724137931,0.00022359641882256387,0.6995884773662551
LFU,19,0.6622516556291391,0.0004727365041336066,0.6995884773662551
LFU,20,0.628930817610063,0.0001368952201528092,0.6995884773662551
LFU,21,0.5988023952095809,7.902956726898303e-05,0.7
LFU,22,0.5747126436781609,0.00016179585305778005,0.7
LFU,23,0.546448087431694,0.00037743949351184725,0.7
LFU,24,0.5235602094240838,0.0004613812502389097,0.7
LFU,25,0.5050505050505051,0.0003648666247180924,0.7
LFU,26,0.4830917874396135,7.891879254877046e-05,0.7
LFU,27,0.46511627906976744,0.00014175090630371562,0.7003367003367003
LFU,28,0.45045045045045046,8.467732089537477e-05,0.7003367003367003
LFU,29,0.4329004329004329,0.0002986930447478593,0.6975308641975309
LFU,30,0.42016806722689076,0.0001820330062525077,0.6975308641975309
LFU,31,0.4048582995951417,0.0003353608897621677,0.6975308641975309
LFU,32,0.390625,4.981413537102295e-05,0.6975308641975309
LFU,33,0.38167938931297707,0.00010268013487738156,0.6975308641975309
LFU,34,0.37174721189591076,6.105341718026332e-05,0.6975308641975309
LFU,35,0.3597122302158274,0.0001520881738950746,0.6975308641975309
FIFO,1,0.0,0.0058901092839286,0.7037037037037037
FIFO,2,0.0,0.004403518123180437,0.6666666666666667
FIFO,3,0.0,0.001264476698255683,0.6666666666666667
FIFO,4,0.0,0.0006123677944754771,0.6666666666666666
FIFO,5,0.0,0.0013011300808421723,0.6851851851851851
FIFO,6,0.0,0.0014186222832109523,0.6888888888888889
FIFO,7,0.0,0.0010979672266529243,0.6888888888888889
FIFO,8,0.0,0.0005978986243484452,0.6851851851851851
FIFO,9,0.0,0.0009744168611939397,0.6825396825396826
FIFO,10,0.0,0.00017595857872329055,0.6759259259259259
FIFO,11,0.0,0.0001971418862079435,0.6759259259259259
FIFO,12,0.0,0.0007311126134169608,0.6831275720164609
FIFO,13,0.0,0.0005153577397700165,0.6831275720164609
FIFO,14,0.0,0.0005995753805228062,0.6831275720164609
FIFO,15,0.0,9.555082569583966e-05,0.6831275720164609
FIFO,16,0.0,0.0003945145861351401,0.6831275720164609
FIFO,17,0.0,0.00039585531517841903,0.6831275720164609
FIFO,18,0.0,0.0005944652113747982,0.6925925925925925
FIFO,19,0.0,0.0004646482012905113,0.6925925925925925
FIFO,20,0.0,6.333288940097199e-05,0.6936026936026937
FIFO,21,0.5494505494505495,0.0002420377807345162,0.6936026936026937
FIFO,22,0.5235602094240838,0.0004804341238299812,0.6936026936026937
FIFO,23,0.4975124378109453,7.319336397478267e-05,0.6936026936026937
FIFO,24,0.4761904761904762,0.00021379740788107088,0.6936026936026937
FIFO,25,0.45871559633027525,0.00017953998613432558,0.6936026936026937
FIFO,26,0.4444444444444444,0.00017119168609638653,0.6975308641975309
FIFO,27,0.4329004329004329,0.00017431180116472968,0.6975308641975309
FIFO,28,0.42016806722689076,0.00010451118062469852,0.6975308641975309
FIFO,29,0.8163265306122449,0.00037268696862971973,0.6975308641975309
FIFO,30,0.7843137254901961,0.00026363112582712103,0.6975308641975309
FIFO,31,0.7575757575757576,0.0003498143283829647,0.6975308641975309
FIFO,32,0.7326007326007326,0.00036201548232752203,0.6975308641975309
FIFO,33,0.7067137809187279,4.9884642524517185e-05,0.6975308641975309
FIFO,34,0.6920415224913495,0.00022296079715022443,0.6975308641975309
FIFO,35,0.6756756756756757,0.0002761223386766021,0.6975308641975309
MRU,1,0.0,0.009980234995995095,0.6296296296296297
MRU,2,0.0,0.0018110124438900643,0.6851851851851851
MRU,3,0.0,0.0008170967726806466,0.6790123456790124
MRU,4,0.0,0.0026827239741857136,0.6790123456790124
MRU,5,0.0,0.002180126958866565,0.6944444444444444
MRU,6,0.0,0.0004228089390193008,0.6962962962962963
MRU,7,0.0,0.0011226698611645294,0.6851851851851851
MRU,8,0.0,0.00016578356848295545,0.6878306878306878
MRU,9,0.0,0.0013058289325116516,0.6878306878306878
MRU,10,0.0,0.001106378457688335,0.6878306878306878
MRU,11,0.0,0.000910171877241598,0.6878306878306878
MRU,12,0.9803921568627451,0.0004474965197713232,0.6878306878306878
MRU,13,0.9090909090909091,0.00030046728162125665,0.6878306878306878
MRU,14,1.7241379310344827,0.0007122662190514849,0.6990740740740741
MRU,15,2.4,0.00010107801262109117,0.6990740740740741
MRU,16,2.2388059701492535,0.000333925759549595,0.6954732510288066
MRU,17,2.127659574468085,0.00020861019705187078,0.6954732510288066
MRU,18,2.684563758389262,0.0003958585878620407,0.6954732510288066
MRU,19,2.564102564102564,0.00042001403065540803,0.7
MRU,20,2.4242424242424243,0.0005358519748753519,0.7
MRU,21,2.2988505747126435,0.00026838745719995815,0.7
MRU,22,2.717391304347826,0.00020473252478241441,0.7
MRU,23,3.0927835051546393,0.00013215269918050873,0.7
MRU,24,2.9702970297029703,0.00018291328167220527,0.7003367003367003
MRU,25,2.8708133971291865,0.00035933383433556183,0.7003367003367003
MRU,26,3.211009174311927,0.0003621907612861084,0.6975308641975309
MRU,27,3.0837004405286343,9.115374875477338e-05,0.6975308641975309
MRU,28,2.9787234042553195,0.00022598916420430812,0.6975308641975309
MRU,29,2.880658436213992,0.00033269734095070275,0.6975308641975309
MRU,30,2.8000000000000003,0.00021256668676584788,0.6975308641975309
MRU,31,2.7027027027027026,0.00033087642038020674,0.6975308641975309
MRU,32,2.6119402985074625,0.00025294147856501484,0.6975308641975309
MRU,33,2.5454545454545454,0.000347188492428018,0.6975308641975309
MRU,34,2.491103202846975,0.0002957443960120695,0.6975308641975309
MRU,35,2.405498281786942,9.190791713136911e-05,0.6975308641975309
FACR,1,0.0,0.006436632679751319,0.6666666666666666
FACR,2,0.0,0.004034363247794101,0.7222222222222222
FACR,3,4.166666666666666,0.0022793649508997577,0.7037037037037037
FACR,4,3.0303030303030303,0.0006461477172044165,0.7037037037037037
FACR,5,2.4390243902439024,0.0023371374125107313,0.7037037037037037
FACR,6,2.0408163265306123,0.001765416171465442,0.7037037037037037
FACR,7,1.7241379310344827,0.0014172163837875911,0.7037037037037037
FACR,8,1.4705882352941175,0.0010229133605658483,0.691358024691358
FACR,9,1.3333333333333335,0.0005107773465539731,0.6984126984126985
FACR,10,1.1904761904761905,0.00024352588173796188,0.6944444444444444
FACR,11,1.098901098901099,0.0005010123507266617,0.6944444444444444
FACR,12,1.0204081632653061,0.0008730631858389723,0.6944444444444444
FACR,13,0.9523809523809524,0.00017606619103073513,0.6995884773662551
FACR,14,0.8695652173913043,0.0006124106454329801,0.6995884773662551
FACR,15,0.8130081300813009,0.0004889764666029541,0.6995884773662551
FACR,16,0.7633587786259541,0.0005521383660856648,0.6995884773662551
FACR,17,0.7142857142857143,0.000131291131842785,0.6995884773662551
FACR,18,0.6666666666666667,0.0002528978527534963,0.6995884773662551
FACR,19,0.6329113924050633,0.0004975139215443932,0.7
FACR,20,1.2121212121212122,0.00033961618737637906,0.7
FACR,21,1.1560693641618496,0.00010535523295969436,0.7
FACR,22,1.1111111111111112,0.0005229553171000084,0.7
FACR,23,1.0638297872340425,0.00016263905170510996,0.7
FACR,24,1.0204081632653061,0.00039897899066746427,0.7
FACR,25,0.9852216748768473,0.00020744349962153018,0.7037037037037037
FACR,26,0.9433962264150944,0.0002006173769009555,0.7037037037037037
FACR,27,0.9009009009009009,5.8299956455906235e-05,0.6975308641975309
FACR,28,1.293103448275862,0.00027248074994795375,0.6975308641975309
FACR,29,1.2448132780082988,0.0002842564881615934,0.6975308641975309
FACR,30,1.2,0.0001421834544173026,0.6975308641975309
FACR,31,1.153846153846154,9.234261136758505e-05,0.6975308641975309
FACR,32,1.1111111111111112,0.00029091454404236587,0.6975308641975309
FACR,33,1.0714285714285714,0.00021211801579007345,0.6975308641975309
FACR,34,1.0452961672473868,0.00012888638212427527,0.6975308641975309
FACR,35,1.0204081632653061,4.801311178522182e-05,0.6975308641975309
Rdm,1,0.0,0.013421202250971489,0.7407407407407407
Rdm,2,0.0,0.0030212210461520598,0.7037037037037037
Rdm,3,0.0,0.001344580512215903,0.7037037037037037
Rdm,4,0.0,0.000788444631624894,0.6851851851851851
Rdm,5,0.0,0.0012271532551918147,0.6962962962962963
Rdm,6,0.0,0.0015802511802989296,0.691358024691358
Rdm,7,0.0,0.0012219560411619258,0.691358024691358
Rdm,8,0.0,0.0013767214921097171,0.691358024691358
Rdm,9,0.0,0.0008255664209904588,0.691358024691358
Rdm,10,0.0,0.001095105448250639,0.691358024691358
Rdm,11,0.0,0.00016785123735171503,0.691358024691358
Rdm,12,0.0,0.00048738840800407156,0.691358024691358
Rdm,13,0.0,0.000936905969514483,0.691358024691358
Rdm,14,0.0,0.0006667214736892193,0.7037037037037036
Rdm,15,0.0,0.0002504965832828176,0.6944444444444444
Rdm,16,0.0,0.0001345044242007553,0.6944444444444444
Rdm,17,0.0,0.0003338042811088511,0.691358024691358
Rdm,18,0.0,0.0002943976671380921,0.6925925925925925
Rdm,19,0.0,7.945823985115162e-05,0.6925925925925925
Rdm,20,0.0,0.0005224449630061338,0.6925925925925925
Rdm,21,0.0,0.0002583645899399934,0.6925925925925925
Rdm,22,0.0,0.0005279759281531539,0.6925925925925925
Rdm,23,0.0,0.00012104129049906363,0.6936026936026937
Rdm,24,0.0,0.00011752127777760226,0.6936026936026937
Rdm,25,0.0,9.896688361906487e-05,0.6936026936026937
Rdm,26,0.46728971962616817,0.00017745921919164604,0.6936026936026937
Rdm,27,0.45045045045045046,0.000111917387519579,0.6936026936026937
Rdm,28,0.43478260869565216,9.394974379633236e-05,0.6936026936026937
Rdm,29,0.41841004184100417,0.00036788047783387014,0.6936026936026937
Rdm,30,0.4016064257028112,0.000373291322799862,0.6936026936026937
Rdm,31,0.39215686274509803,0.0001686048132075922,0.6936026936026937
Rdm,32,0.7575757575757576,6.102787879919654e-05,0.6936026936026937
Rdm,33,0.7407407407407408,0.00022601389694986703,0.6936026936026937
Rdm,34,0.7142857142857143,0.00028443946381911874,0.6936026936026937
Rdm,35,0.6944444444444444,8.652995494059963e-05,0.6936026936026937
RandomForest,1,0.0,0.011325473705840559,0.7407407407407407
RandomForest,2,0.0,0.0032968685974524145,0.6851851851851851
RandomForest,3,0.0,0.002029979932979156,0.6790123456790124
RandomForest,4,0.0,0.0021871776024394106,0.6851851851851851
RandomForest,5,0.0,0.0004731222682383966,0.674074074074074
RandomForest,6,0.0,0.0010234396750363087,0.674074074074074
RandomForest,7,0.0,0.0014945025578332626,0.674074074074074
RandomForest,8,0.0,0.0008589146024286761,0.674074074074074
RandomForest,9,0.0,0.0003044306106214677,0.6790123456790124
RandomForest,10,0.0,0.00041264877858344576,0.6878306878306878
RandomForest,11,0.0,0.00011734724912766675,0.6944444444444444
RandomForest,12,0.0,0.000635644696277756,0.6944444444444444
RandomForest,13,0.0,0.0001916971975108993,0.691358024691358
RandomForest,14,0.8547008547008548,0.0005058996751093197,0.691358024691358
RandomForest,15,0.7936507936507936,0.000340846273350655,0.6888888888888889
RandomForest,16,0.7407407407407408,0.00011849857798330254,0.6888888888888889
RandomForest,17,1.4084507042253522,0.000449000974036442,0.6888888888888889
RandomForest,18,1.3333333333333335,0.0002622955163934794,0.6888888888888889
RandomForest,19,1.2738853503184715,0.0003446257961013179,0.6888888888888889
RandomForest,20,1.2195121951219512,0.000306849717610665,0.6888888888888889
RandomForest,21,1.1627906976744187,0.00016532810643258783,0.6888888888888889
RandomForest,22,1.6483516483516485,0.0003038558341287308,0.6888888888888889
RandomForest,23,2.1164021164021163,0.0002681448809558701,0.6888888888888889
RandomForest,24,2.051282051282051,0.000309690741864275,0.6969696969696969
RandomForest,25,1.9801980198019802,0.0004300928146682004,0.6969696969696969
RandomForest,26,1.9047619047619049,0.00017952482798653036,0.6969696969696969
RandomForest,27,1.8518518518518516,0.0004288016030139532,0.6969696969696969
RandomForest,28,1.7937219730941705,0.00016035898195844193,0.6969696969696969
RandomForest,29,1.7391304347826086,0.0004229957852189319,0.6969696969696969
RandomForest,30,2.100840336134454,0.0003934499299512256,0.6969696969696969
RandomForest,31,2.0161290322580645,9.178491938540488e-05,0.6969696969696969
RandomForest,32,1.9607843137254901,0.00013759713582846796,0.6969696969696969
RandomForest,33,2.2813688212927756,0.00031513040490342963,0.6975308641975309
RandomForest,34,2.5925925925925926,0.00016123987723443197,0.6975308641975309
RandomForest,35,2.5089605734767026,0.00020701383559553792,0.6975308641975309
